Loan_ID,Customer_ID,Loan_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,EMI,Loan_Status
2150,215,2020-07-10,Personal,5977593,15.82,120,57693.74,Default
2151,215,2023-01-10,Education,5668474,9.6,36,172573.54,Closed
2152,215,2022-11-13,Education,7943061,8.35,24,358596.11,Active
2160,216,2022-02-20,Education,1018314,13.65,24,48221.41,Active
2161,216,2023-03-16,Auto,5655461,12.13,36,176151.9,Active
2162,216,2022-01-06,Personal,193605,17.56,36,6322.28,Closed
2170,217,2022-09-01,Gold,5525287,10.18,120,50731.34,Active
2180,218,2020-03-21,Personal,3362776,15.24,12,322938.59,Closed
2181,218,2022-02-17,Personal,2296644,6.61,300,8161.51,Active
2190,219,2025-02-17,Auto,7812797,16.47,240,37914.85,Active
2191,219,2022-07-20,Gold,6146433,16.01,240,29710.32,Closed
2192,219,2024-01-21,Home,3320393,14.48,300,12670.62,Active
2200,220,2021-01-10,Business,7363615,8.41,12,665241.25,Active
2201,220,2022-11-28,Home,3533760,6.57,180,20921.82,Active
2210,221,2021-02-02,Gold,117233,16.05,300,453.5,Default
2211,221,2024-07-24,Auto,5800368,12.24,60,108505.55,Closed
2212,221,2020-10-14,Education,3663661,12.51,120,34349.87,Active
2220,222,2020-03-03,Auto,6796270,12.08,300,25390.86,Active
2221,222,2020-04-28,Auto,5729720,6.6,24,254495.06,Default
2222,222,2024-06-06,Gold,4840423,16.92,120,47161.85,Default
2230,223,2021-08-06,Business,5610430,10.13,300,20595.89,Active
2231,223,2021-06-08,Gold,322954,15.32,24,15517.94,Active
2240,224,2020-11-14,Business,2238661,12.51,240,10494.66,Active
2250,225,2023-09-26,Business,1761275,17.86,180,11532.44,Active
2251,225,2023-07-05,Education,5158991,8.09,12,464696.11,Active
2260,226,2022-04-29,Education,3599477,12.0,12,335951.19,Active
2261,226,2021-10-21,Business,2114417,9.92,36,64560.2,Default
2262,226,2021-03-18,Education,6291255,14.36,300,23982.26,Active
2270,227,2021-01-12,Home,6074990,16.31,120,58881.84,Closed
2271,227,2024-07-30,Home,3647349,11.28,60,67646.17,Active
2280,228,2020-08-06,Education,5410935,8.44,60,97793.63,Active
2281,228,2020-10-18,Personal,2257315,10.66,300,8326.48,Active
2282,228,2023-04-28,Gold,1797846,12.76,120,16893.76,Default
2290,229,2024-09-26,Education,4440445,13.39,12,419585.05,Active
2300,230,2024-02-03,Gold,4365521,8.91,36,132069.14,Active
2310,231,2023-04-15,Education,1083588,9.83,36,33058.46,Default
2311,231,2024-06-05,Personal,2226769,12.01,180,13856.69,Closed
2320,232,2024-11-16,Auto,5100116,17.44,36,166377.12,Closed
2321,232,2022-07-16,Gold,3899181,10.07,60,71530.48,Default
2330,233,2022-12-05,Education,2613319,8.36,24,117991.35,Active
2331,233,2024-08-19,Personal,480759,14.02,120,4568.01,Closed
2340,234,2020-03-24,Auto,6555180,8.44,60,118473.95,Active
2341,234,2020-10-17,Business,5846781,16.1,240,28283.8,Closed
2350,235,2021-04-04,Home,4431061,17.22,24,216420.4,Active
2351,235,2025-04-15,Business,360399,8.52,300,1303.68,Closed
2360,236,2021-11-04,Gold,2203655,16.55,60,42806.0,Active
2361,236,2025-06-13,Gold,7638343,15.47,36,244999.85,Closed
2370,237,2022-02-25,Business,1334651,8.32,120,12047.45,Active
2371,237,2022-03-24,Auto,6564465,12.76,240,30842.04,Active
2372,237,2021-11-23,Home,719451,16.6,12,69906.66,Active
2380,238,2024-05-07,Personal,5559994,12.16,60,103934.82,Default
2381,238,2023-11-21,Auto,4855589,10.94,240,22444.96,Default
2390,239,2020-04-26,Gold,1472898,11.26,180,9104.15,Active
2400,240,2022-02-20,Auto,237229,14.52,36,7546.52,Closed
2401,240,2023-12-08,Home,7103502,8.4,36,213894.34,Closed
2410,241,2024-08-17,Business,4254276,11.03,24,196813.44,Closed
2420,242,2025-04-19,Auto,3414230,9.08,180,20690.23,Active
2421,242,2024-07-25,Home,2371283,9.88,120,21713.05,Active
2430,243,2021-11-09,Business,704422,9.38,36,21402.69,Active
2431,243,2025-01-04,Personal,5337014,13.31,240,25197.38,Active
2432,243,2021-10-17,Personal,3398711,12.18,300,12708.91,Active
2440,244,2022-08-25,Auto,4482690,15.58,36,143919.25,Closed
2450,245,2021-01-04,Gold,2688012,7.81,60,48299.1,Active
2451,245,2021-11-12,Gold,3427520,17.75,240,16816.27,Active
2460,246,2023-08-06,Gold,459180,9.6,60,8387.69,Active
2461,246,2023-09-25,Business,1591709,15.77,60,30712.03,Closed
2470,247,2022-05-31,Personal,860996,14.23,120,8195.96,Closed
2471,247,2024-01-30,Business,5751251,8.01,120,51766.05,Active
2472,247,2023-08-23,Personal,453378,10.36,24,20847.83,Default
2480,248,2023-02-13,Personal,3243531,7.48,24,145256.13,Active
2481,248,2021-08-21,Personal,301646,8.23,24,13602.98,Active
2482,248,2020-09-20,Gold,1912968,13.91,240,9079.42,Closed
2490,249,2024-05-13,Education,462806,9.88,60,8475.52,Active
2500,250,2025-01-08,Auto,3598474,17.12,12,351211.06,Active
2501,250,2025-05-26,Education,4773714,6.71,300,16980.1,Active
2510,251,2020-04-05,Auto,7965761,11.51,180,49347.89,Active
2511,251,2020-06-23,Auto,3958807,12.57,180,24757.94,Closed
2512,251,2022-11-26,Education,6563957,8.15,36,197192.21,Closed
2520,252,2023-10-12,Gold,1416605,12.14,24,66190.87,Active
2530,253,2023-11-21,Home,7630938,16.85,36,247687.53,Active
2531,253,2024-01-24,Personal,6831686,13.39,240,32276.87,Closed
2540,254,2022-07-01,Personal,2832630,12.73,24,133050.99,Active
2541,254,2025-05-27,Education,7317542,12.64,24,343436.64,Active
2542,254,2024-11-03,Personal,4018088,16.56,24,195145.14,Active
2550,255,2021-11-18,Business,3867990,8.63,120,35014.98,Active
2560,256,2021-12-26,Business,2778524,13.25,36,87407.73,Active
2561,256,2024-01-29,Business,517969,13.4,120,4894.81,Active
2562,256,2020-01-08,Education,4589326,8.26,12,414033.69,Closed
2570,257,2022-06-16,Home,379741,17.51,24,18593.07,Active
2571,257,2024-05-18,Auto,4884203,10.0,240,22385.93,Active
2580,258,2023-04-10,Home,5723551,14.17,36,181516.06,Active
2581,258,2020-10-29,Home,133804,11.65,36,4149.78,Active
2590,259,2023-05-06,Business,2874309,17.4,12,281203.23,Active
2591,259,2020-08-24,Gold,896865,10.11,12,82294.84,Active
2592,259,2023-11-20,Education,2263968,6.79,24,100737.14,Closed
2600,260,2021-11-21,Auto,2459685,12.63,300,9234.48,Closed
2601,260,2020-02-24,Home,5387228,8.04,12,485030.09,Closed
2602,260,2024-08-15,Gold,2973067,11.3,120,27575.2,Default
2610,261,2024-01-29,Gold,4173665,12.29,180,26036.71,Active
2611,261,2022-05-15,Education,3014162,11.1,24,139530.58,Active
2620,262,2025-04-30,Business,6558801,6.51,24,291074.12,Active
2630,263,2020-06-11,Home,6389114,13.88,60,121265.38,Active
2640,264,2020-07-22,Gold,1957093,15.64,36,62866.18,Closed
2650,265,2021-01-17,Gold,6752641,10.25,120,62039.89,Active
2651,265,2020-07-21,Business,5002294,17.33,36,163033.1,Active
2652,265,2024-07-07,Auto,2908451,13.64,12,275430.31,Active
2660,266,2024-01-07,Gold,112826,7.82,240,506.87,Active
2661,266,2020-12-06,Gold,3518900,14.56,300,13437.51,Closed
2662,266,2021-08-16,Business,4473619,10.32,300,16450.99,Closed
2670,267,2023-11-18,Personal,1755921,12.06,60,32794.75,Default
2671,267,2025-06-05,Gold,1960041,17.28,120,19156.13,Active
2680,268,2020-11-19,Auto,2161424,10.0,240,9906.53,Closed
2681,268,2024-07-02,Personal,3254924,13.5,60,61572.31,Active
2682,268,2025-06-01,Personal,7513107,10.38,60,138216.13,Closed
2690,269,2024-09-26,Personal,4191039,12.49,12,392874.98,Default
2700,270,2024-11-19,Business,6679334,13.01,240,31451.31,Closed
2701,270,2024-05-03,Personal,4481212,12.92,12,421682.05,Closed
2710,271,2025-03-12,Business,695540,11.21,180,4297.28,Active
2711,271,2023-08-14,Education,1791826,16.54,180,11601.08,Default
2720,272,2022-06-27,Personal,517643,10.32,12,47588.65,Closed
2721,272,2022-06-06,Personal,6148666,17.74,60,120657.32,Active
2722,272,2021-11-18,Home,202700,16.41,180,1310.91,Active
2730,273,2024-08-16,Education,3912422,16.25,12,379015.88,Closed
2731,273,2025-01-19,Gold,4008335,16.73,120,38991.08,Closed
2740,274,2024-05-22,Home,4524904,16.46,24,219570.97,Active
2741,274,2020-11-01,Gold,1922931,7.19,12,171765.81,Active
2750,275,2023-11-10,Gold,3406264,14.49,60,64997.19,Active
2751,275,2024-03-02,Home,4627804,17.35,180,30170.71,Active
2752,275,2020-04-19,Business,5241935,13.69,180,33108.64,Active
2760,276,2021-10-02,Personal,5072602,9.11,12,461226.34,Active
2761,276,2020-12-28,Education,6760727,13.51,24,319754.22,Closed
2762,276,2022-08-27,Education,6394570,17.38,12,625495.52,Active
2770,277,2023-09-12,Gold,6435089,15.58,300,24792.25,Default
2771,277,2024-12-04,Home,3055728,14.05,120,29042.15,Active
2780,278,2025-02-22,Business,7439714,13.02,240,35034.85,Active
2781,278,2021-07-17,Personal,2515532,8.77,36,76004.0,Closed
2790,279,2021-11-23,Auto,6351187,6.84,300,22618.69,Active
2800,280,2024-06-01,Gold,6998370,12.55,120,65638.88,Active
2801,280,2025-03-26,Home,1824157,12.99,120,17175.96,Active
2810,281,2020-01-01,Education,1773321,9.62,12,161992.87,Closed
2820,282,2021-02-24,Business,6695026,15.53,36,214854.54,Active
2821,282,2023-09-08,Home,583182,17.43,300,2282.77,Active
2822,282,2022-03-26,Business,5136456,16.82,24,250017.0,Active
2830,283,2023-05-25,Home,6668563,16.38,120,64673.95,Active
2831,283,2021-02-03,Auto,3145476,8.85,12,285320.89,Active
2832,283,2024-03-24,Home,7332412,14.1,12,697190.17,Closed
2840,284,2024-07-12,Gold,3258944,17.39,60,63761.24,Active
2850,285,2022-03-08,Gold,4064511,13.06,12,382944.68,Closed
2851,285,2021-01-21,Personal,4272963,9.78,300,15636.2,Active
2860,286,2021-08-19,Business,1835419,11.62,300,6828.98,Closed
2861,286,2025-03-13,Education,1944847,17.31,180,12675.0,Active
2862,286,2024-04-25,Home,5165121,11.44,180,31977.84,Active
2870,287,2025-03-23,Business,2531564,12.12,240,11826.62,Closed
2880,288,2025-04-03,Education,7429250,13.71,180,46932.22,Closed
2890,289,2024-03-17,Gold,2973896,8.48,60,53768.04,Active
2891,289,2023-12-17,Education,2051729,12.28,36,63991.15,Active
2892,289,2025-02-02,Education,4864728,13.78,60,92251.46,Active
2900,290,2024-09-02,Education,5145231,6.61,120,45711.09,Active
2910,291,2023-12-12,Business,2078569,14.46,60,39652.17,Active
2911,291,2022-12-03,Auto,2392891,12.13,300,8943.83,Closed
2912,291,2025-02-07,Education,2741185,6.85,240,12203.98,Closed
2920,292,2020-06-29,Auto,7775700,17.37,36,253509.42,Closed
2921,292,2023-10-20,Education,6890396,8.2,60,124256.81,Active
2922,292,2020-05-10,Personal,1035303,16.31,120,10034.67,Active
2930,293,2023-12-27,Gold,2373279,11.06,120,21964.7,Active
2931,293,2022-03-31,Education,5867947,13.38,12,554423.19,Active
2940,294,2021-02-17,Auto,6565854,10.63,300,24212.68,Active
2950,295,2020-08-30,Business,1121959,12.17,120,10487.51,Closed
2951,295,2020-09-13,Personal,2944759,13.14,24,138820.85,Active
2952,295,2023-05-06,Gold,1961086,10.74,300,7239.02,Active
2960,296,2021-06-15,Education,1169044,13.09,120,11017.27,Closed
2961,296,2022-08-10,Auto,3713900,11.59,24,172680.88,Active
2962,296,2021-06-28,Personal,5580123,10.2,180,34162.75,Active
2970,297,2023-08-27,Business,7506102,6.66,180,44477.82,Active
2971,297,2023-04-07,Business,5942249,9.99,300,21786.27,Closed
2972,297,2024-12-26,Auto,3926052,15.03,36,125448.27,Active
2980,298,2025-04-15,Gold,6532103,15.17,300,25076.74,Closed
2981,298,2024-12-04,Auto,3328254,15.23,60,63919.12,Active
2982,298,2020-07-10,Gold,1610992,8.58,240,7288.4,Default
2990,299,2022-11-04,Business,6756387,14.96,180,43150.79,Default
2991,299,2021-01-07,Auto,1233332,12.54,36,38555.33,Closed
2992,299,2020-10-28,Education,4058467,15.64,12,391100.94,Active
3000,300,2024-03-28,Auto,5408155,9.32,24,246341.46,Closed
3001,300,2020-05-13,Home,5098885,16.03,60,98603.94,Active
3002,300,2022-02-17,Auto,2794921,12.26,60,52292.97,Active
3010,301,2020-03-23,Education,7585188,8.07,240,34155.47,Default
3011,301,2020-06-05,Education,7642082,7.52,12,684730.55,Active
3012,301,2022-10-27,Home,3492611,15.96,180,22500.18,Active
3020,302,2023-12-06,Auto,424648,12.08,12,39662.12,Active
3021,302,2023-05-31,Business,7903918,17.35,60,154587.46,Default
3030,303,2021-04-03,Auto,1908383,12.54,60,35794.9,Closed
3031,303,2022-02-13,Personal,930155,17.41,300,3640.32,Active
3032,303,2020-07-31,Education,5440299,13.19,300,20526.25,Active
3040,304,2024-10-12,Personal,2298064,11.22,300,8519.69,Default
3041,304,2021-08-06,Home,7293882,14.09,180,46231.06,Default
3050,305,2023-07-18,Business,5844869,9.07,36,177083.29,Closed
3051,305,2021-09-28,Home,6707203,12.02,240,31305.87,Active
3052,305,2021-05-07,Education,6886292,9.1,180,41738.58,Active
3060,306,2023-05-30,Home,6085703,9.1,60,110658.37,Active
3070,307,2025-02-23,Business,4524059,16.14,180,29190.23,Active
3080,308,2022-03-14,Gold,5156103,15.0,180,32941.77,Closed
3090,309,2023-05-23,Personal,1158819,16.69,36,37561.83,Active
3091,309,2021-10-20,Home,7022677,6.58,60,124746.15,Active
3100,310,2021-03-27,Home,2835351,12.01,120,26465.64,Closed
3101,310,2022-02-13,Home,383988,11.09,180,2369.85,Default
3110,311,2020-05-30,Personal,6942842,8.99,24,315291.81,Active
3111,311,2024-02-25,Business,3950607,17.95,36,129437.25,Closed
3120,312,2021-07-02,Auto,3218752,13.82,180,20353.24,Closed
3121,312,2023-01-03,Business,7810083,12.42,300,29266.98,Closed
3122,312,2024-09-17,Auto,7315394,8.27,24,330015.71,Active
3130,313,2023-08-01,Auto,2610382,9.7,120,23863.24,Active
3140,314,2020-04-26,Business,4789767,7.25,36,142695.14,Active
3141,314,2025-01-17,Business,6630297,15.09,240,31795.04,Active
3150,315,2021-02-09,Personal,5812044,15.88,36,187083.24,Active
3151,315,2020-07-01,Home,6509267,13.58,240,30805.11,Active
3160,316,2020-02-10,Business,2172805,12.52,180,13582.45,Active
3170,317,2020-02-17,Gold,5628989,12.85,24,264679.75,Active
3171,317,2024-04-29,Personal,2547582,15.39,12,244971.24,Active
3180,318,2020-02-21,Business,6233718,10.15,12,572203.36,Active
3181,318,2022-02-13,Personal,1273441,15.65,60,24545.58,Active
3190,319,2020-10-27,Business,5944482,11.58,240,27636.89,Active
3191,319,2022-03-08,Home,5760572,11.66,36,178673.74,Active
3200,320,2023-09-12,Gold,5884562,10.04,60,107922.87,Closed
3210,321,2020-03-14,Personal,3158401,15.5,120,30399.61,Active
3211,321,2024-08-11,Gold,3833332,8.54,180,23114.99,Default
3220,322,2022-06-10,Education,572891,10.98,300,2119.31,Active
3221,322,2021-07-22,Home,3089828,10.39,60,56847.69,Default
3230,323,2024-11-30,Gold,6707566,8.92,300,24352.94,Active
3240,324,2024-11-07,Education,5804411,15.59,24,279554.94,Active
3241,324,2023-11-08,Auto,3064873,16.69,240,14901.67,Active
3250,325,2024-07-04,Auto,6351313,14.11,24,301978.47,Active
3251,325,2022-07-19,Auto,1291201,7.32,12,115476.41,Active
3260,326,2025-03-23,Personal,2856102,11.58,60,53113.98,Closed
3261,326,2020-01-02,Home,6847419,15.92,36,220486.89,Active
3262,326,2022-06-30,Auto,5446825,12.33,300,20394.73,Default
3270,327,2021-05-17,Personal,651410,16.77,12,63387.62,Active
3280,328,2023-09-23,Auto,6548354,12.65,36,204908.91,Closed
3281,328,2023-09-28,Gold,362452,10.4,300,1333.82,Closed
3290,329,2020-08-08,Education,4296453,12.33,120,40218.38,Active
3291,329,2024-11-18,Education,5684816,9.66,60,103899.49,Active
3300,330,2020-07-09,Home,6566770,6.99,120,58548.23,Active
3301,330,2024-03-22,Auto,2259634,17.41,300,8843.45,Active
3302,330,2021-09-10,Personal,6554456,11.12,240,30347.13,Active
3310,331,2025-04-23,Home,5523620,6.64,36,163621.9,Closed
3311,331,2021-09-17,Gold,4660259,11.85,24,217187.49,Active
3312,331,2020-01-21,Business,3652955,13.63,240,17295.22,Closed
3320,332,2020-09-22,Auto,6799320,17.68,300,26671.47,Active
3321,332,2025-01-12,Home,919901,16.97,300,3586.69,Closed
3330,333,2021-05-30,Auto,2932057,10.97,240,13557.1,Active
3331,333,2023-11-14,Business,226072,9.34,60,4119.79,Active
3332,333,2025-06-08,Gold,1642822,14.95,36,52456.22,Active
3340,334,2021-08-18,Home,4495636,9.42,300,16397.08,Active
3350,335,2023-04-21,Gold,1458196,10.49,300,5370.54,Closed
3351,335,2022-07-06,Home,7738806,10.51,120,71267.95,Active
3360,336,2021-04-27,Personal,1865658,11.18,120,17285.32,Default
3361,336,2023-03-26,Home,329393,15.41,60,6335.87,Active
3362,336,2024-09-17,Personal,2162851,8.21,180,13002.34,Active
3370,337,2023-06-08,Personal,4169575,9.22,36,126500.27,Closed
3371,337,2025-03-10,Personal,1636889,12.15,120,15298.09,Active
3372,337,2020-04-05,Business,4571389,11.45,300,16982.71,Active
3380,338,2022-08-04,Personal,6978130,6.66,180,41349.3,Active
3390,339,2021-06-06,Education,5510505,16.21,240,26682.32,Active
3391,339,2020-06-12,Personal,4497131,8.38,60,81233.18,Closed
3400,340,2024-08-05,Gold,4350720,8.95,240,19750.46,Closed
3401,340,2022-09-04,Auto,1015801,8.06,180,6098.19,Active
3402,340,2023-10-28,Gold,4781368,6.51,60,84877.25,Closed
3410,341,2022-08-23,Gold,1180223,15.45,60,22709.46,Closed
3411,341,2022-11-20,Business,2499905,13.12,300,9426.31,Default
3420,342,2023-11-22,Education,6633960,10.14,36,202962.32,Active
3421,342,2020-07-15,Personal,2884071,13.51,180,18187.27,Closed
3430,343,2023-02-06,Personal,6442642,15.86,300,24881.48,Active
3440,344,2021-01-29,Auto,4615592,16.66,240,22435.62,Default
3450,345,2024-03-18,Gold,2882727,10.94,12,266508.11,Default
3451,345,2023-06-27,Education,2068640,8.77,120,18750.5,Active
3460,346,2020-08-07,Home,7414316,11.05,300,27445.33,Active
3461,346,2023-12-13,Education,6950037,11.81,300,25902.79,Active
3462,346,2022-01-14,Gold,731832,14.58,12,69877.76,Closed
3470,347,2024-02-21,Gold,1272075,11.94,36,39554.47,Active
3480,348,2024-09-22,Auto,4597085,10.06,24,210814.66,Closed
3481,348,2023-08-14,Education,2870181,11.4,180,17763.23,Active
3482,348,2020-10-10,Business,6342701,7.57,36,189523.43,Active
3490,349,2024-12-29,Business,1953952,9.45,300,7128.67,Active
3500,350,2024-08-16,Gold,3307085,7.83,60,59433.83,Active
3510,351,2024-01-16,Gold,3207210,8.67,12,290439.59,Default
3511,351,2021-09-17,Business,6234089,16.64,36,201984.48,Default
3512,351,2023-08-22,Gold,1889568,12.27,240,8839.24,Active
3520,352,2022-01-21,Education,6983085,17.62,180,45630.58,Active
3521,352,2023-03-22,Personal,4020053,13.5,12,380230.01,Default
3530,353,2025-04-09,Education,850028,8.63,24,38474.39,Default
3540,354,2024-12-13,Auto,6331589,15.46,240,30460.22,Active
3541,354,2025-02-25,Business,1926288,16.19,60,37302.57,Active
3542,354,2024-04-28,Home,805009,10.85,24,37181.35,Active
3550,355,2022-02-21,Business,7639695,15.31,240,36705.55,Active
3560,356,2021-09-23,Auto,4384976,8.74,24,198675.95,Closed
3561,356,2025-03-01,Auto,5503535,9.98,180,33626.6,Active
3562,356,2020-04-03,Business,5290982,14.59,12,505244.69,Active
3570,357,2023-10-01,Gold,1960028,7.43,24,87735.75,Active
3580,358,2022-09-21,Personal,6871420,17.16,36,223626.55,Closed
3590,359,2023-01-31,Gold,1629680,11.43,36,50443.12,Active
3591,359,2023-10-08,Auto,3658703,11.2,36,113013.27,Closed
3600,360,2023-06-25,Personal,5233772,13.89,24,248364.29,Active
3601,360,2021-08-23,Home,2719294,12.13,120,25409.54,Active
3610,361,2022-01-17,Education,7680776,12.4,36,239810.9,Active
3611,361,2025-01-16,Home,6242192,8.73,24,282797.31,Active
3612,361,2023-06-07,Education,6286895,11.57,120,58452.41,Active
3620,362,2024-09-07,Auto,4969947,13.84,36,157160.77,Closed
3621,362,2022-04-26,Business,2237147,17.64,180,14621.0,Closed
3630,363,2021-11-11,Business,5296136,17.6,36,173007.11,Active
3631,363,2022-06-11,Business,582674,7.24,240,2603.58,Default
3640,364,2025-03-29,Personal,4574702,9.32,24,208377.68,Active
3641,364,2021-08-04,Business,3218187,16.28,180,20789.49,Active
3642,364,2023-09-27,Education,5741517,10.57,240,26451.65,Active
3650,365,2022-05-03,Auto,593137,16.63,12,57647.97,Closed
3660,366,2023-02-23,Auto,931577,14.13,240,4430.04,Closed
3661,366,2022-05-09,Home,3234820,7.11,12,288734.64,Default
3662,366,2025-02-16,Business,6340061,7.3,180,37793.81,Default
3670,367,2021-09-13,Gold,4945501,12.17,120,46228.07,Active
3671,367,2023-11-10,Personal,249907,14.14,12,23770.32,Active
3672,367,2023-11-23,Gold,3976711,10.17,36,121698.4,Closed
3680,368,2023-01-07,Auto,298926,6.56,24,13272.31,Closed
3681,368,2023-03-28,Home,1950384,6.55,60,34635.57,Active
3690,369,2020-09-09,Education,3678279,15.96,240,17772.22,Active
3700,370,2024-11-30,Auto,4120158,12.02,120,38461.67,Active
3701,370,2020-09-06,Home,1509098,10.11,60,27694.46,Active
3702,370,2020-09-03,Auto,1864405,7.81,12,167501.25,Default
3710,371,2021-04-11,Business,6090170,11.65,60,113327.91,Active
3711,371,2020-07-11,Personal,4691720,9.12,12,426633.74,Active
3720,372,2023-06-15,Education,273196,13.45,300,1033.14,Active
3721,372,2024-07-16,Home,6120700,10.87,180,37700.11,Closed
3722,372,2024-08-29,Auto,4485391,17.21,36,146036.86,Active
3730,373,2023-04-09,Education,6092953,6.67,120,54161.27,Closed
3731,373,2025-01-27,Personal,7567831,17.94,300,29751.67,Default
3740,374,2021-03-04,Home,1865568,11.17,120,17282.93,Default
3741,374,2025-02-14,Personal,7110665,7.23,300,25415.89,Active
